year,company,loc,lon,lat,technology,mult,n,dist,exp,expuni,expassoc,expprof,nexpuni,nexpassoc,nexpprof,univ_eigen,univ_ndegree,univ_degree,univ_close,univ_harm,univ_between,assoc_eigen,assoc_ndegree,assoc_degree,assoc_close,assoc_harm,assoc_between,prof_eigen,prof_ndegree,prof_degree,prof_close,prof_harm,prof_between,tech_eigen,tech_ndegree,tech_degree,tech_close,tech_harm,tech_between,country,tipo,code,empire,commonw,v2x_corr,v2xcl_prpty,statecap_baseline,statecap_base_fiscal,statecap_base_fiscal_edu,c_base,c_fiscal,c_comp,v2svstterr,v2stfisccap,v2x_rule
1915,Anglo French Matabeleland Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,12,0,7,1,3,1,0,0,0,0.11743236916464045,0.016129032258064516,1,0.3,0.29811827956989256,0,0.23642283724887295,0.036585365853658534,3,0.47674418604651164,0.5010162601626017,0.011740442384828515,0.2510071602602062,0.04081632653061224,4,0.45714285714285713,0.47789115646258523,0.011658674944980942,0.42941088124348276,0.14488636363636365,51,0.3574610244988864,0.40479572510822354,0.013963938488183676,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1909,Anglo French Pacific Syndicate Limited,ecuador,-78.18341,-1.831239,amalgama,1,1,1801.1012724973068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,extraction,ECU,0,0,0.697,0.52,-1,-1,-2,-1,-1,-2,93,0,0
1910,Anglo French Pacific Syndicate Limited,ecuador,-78.18341,-1.831239,amalgama,1,13,1801.1012724973068,0,0,0,0,1,1,0,0.1610192990752473,0.017543859649122806,1,0.3630573248407643,0.4035087719298244,0,0.07231477657753628,0.015151515151515152,1,0.3473684210526316,0.3939393939393939,0,0.13121893803345835,0.022727272727272728,2,0.3651452282157676,0.40909090909090895,0.0011864091064351082,0,0,0,0,0,0,ecuador,extraction,ECU,0,0,0.697,0.52,-1,-1,-2,-1,-1,-2,93,0,0
1910,Anglo French Pacific Syndicate Limited,london,-0.1277583,51.50735,amalgama,1,13,0,0,0,0,0,1,1,0,0.1610192990752473,0.017543859649122806,1,0.3630573248407643,0.4035087719298244,0,0.07231477657753628,0.015151515151515152,1,0.3473684210526316,0.3939393939393939,0,0.13121893803345835,0.022727272727272728,2,0.3651452282157676,0.40909090909090895,0.0011864091064351082,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1903,Anglo French Prospecting Syndicate,paris,2.352222,48.85661,amalgama,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,france,extraction,FRA,0,0,0.132,0.81,2,2,2,2,2,2,97,2,1
1911,Anglo French Prospecting Syndicate,paris,2.3522219,48.856614,amalgama,1,4,4.4488835782330484e-4,0,0,0,0,1,1,1,0.008506309981523179,0.013157894736842105,1,0.24333333333333335,0.24978070175438602,0,0.16011975898228642,0.022222222222222223,2,0.4090909090909091,0.45185185185185195,0.0011376430464681711,0.14948304879041285,0.025210084033613446,3,0.371875,0.4180672268907566,0.0030391692862049196,0,0,0,0,0,0,france,extraction,FRA,0,0,0.132,0.849,2,2,2,2,2,2,97,2,1
1913,Anglo French Prospecting Syndicate,stirling,-3.9369029,56.1165227,amalgama,1,9,34.28179800273871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1903,Anglo Spanish Copper Company,glasgow,-4.251806,55.86424,amalgama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,1,2,2,1,98,3,1
1926,Anita Custom Mill,durango,-107.8800667,37.27528,cyanid,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.067,0.581,1,2,1,1,2,1,98,3,1
1887,Anita Mines Limited,lima,-77.042754,-12.0463731,amalgama,1,5,0,0,0,0,0,0,0,0,0,0.25,1,1,0.25,0,0,0,0,0,0,0,0,0.1111111111111111,1,1,0.1111111111111111,0,0,0,0,0,0,0,peru,extraction,PER,0,0,0.676,0.343,-1,-1,NA,-1,-1,NA,98,1,0
1909,Antenior Matabele Gold Mines Limited,rhodesia,-97.21348,32.82943,cyanid,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1910,Antewiob Matabele Oold,rhodesia,-97.21348,32.82943,cyanid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.098,0.581,1,2,1,1,2,1,98,3,1
1913,Antjes Consolidated Dmines Limited,florida,-81.5157535,27.6648274,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055281983910343965,0.0031446540880503146,1,0.21234386480529022,0.22041283314868226,0,united states of america,extraction,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1913,Antrim Irdon Ore Company,london,-0.1277583,51.5073509,amalgama,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1909,Antrona Gold Mining Company,rhodesia,-97.21348,32.82943,cyanid,0,7,0,1,1,1,1,0,1,0,0.27207818132847045,0.04477611940298507,3,0.38922155688622756,0.4266169154228854,0.04867731135245239,0.3104971299725253,0.05263157894736842,4,0.5135135135135135,0.5263157894736842,0.012794198793286629,0.370145439232249,0.07216494845360824,7,0.47738693467336685,0.5008591065292098,0.01869849413878013,3.778582962725031e-4,0.011235955056179775,2,0.2245557350565428,0.1953049759229533,0.008760236145496095,united states of america,extraction,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1908,Antseeno Mndatabele Oold,rhodesia,-97.21348,32.82943,cyanid,1,0,50.96143839858239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1912,Aporoma Goldfields Limited,london,-0.1277583,51.5073509,amalgama,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1922,Aporoma Goldfields Limited,london,-0.1277583,51.50735,amalgama,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1326994970992395,0.021739130434782608,1,0.38333333333333336,0.4293478260869565,0,0.1207734990272604,0.016129032258064516,1,0.3583815028901734,0.39784946236559116,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.027,0.73,2,2,1,2,2,1,89,3,1
1909,Arfius Printing And Publishing Limited,roodepoort,27.90147,-26.12014,cyanid,1,9,0,5,2,1,0,0,0,0,0.1659654313801735,0.029850746268656716,2,0.3439153439153439,0.3810945273631839,0.017442108622569955,0.06924109956665805,0.013157894736842105,1,0.336283185840708,0.38157894736842096,0,0.11628978054922269,0.030927835051546393,3,0.37254901960784315,0.4115120274914089,0.004384618293209078,0.3778104402792652,0.10112359550561797,18,0.33902439024390246,0.3282437132156241,0.017240509917944995,south africa,extraction,ZAF,1,1,0.408,0.115,NA,NA,NA,NA,NA,NA,NA,-2,0
1914,Asgard Mining Company,london,-0.1277583,51.5073509,cyanid,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1910,Ashanti Gold Coast Acquisitions Limited,london,-0.1277583,51.50735,cyanid,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009478672985781991,2,1,0.004739336492890996,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1909,Ashanti Goldfields Corporation Limited,london,-0.1277583,51.50735,cyanid,0,5,0,0,0,0,0,1,1,1,0.015565975579809146,0.014925373134328358,1,0.22968197879858657,0.24790334044065374,0,0.09757762654544924,0.013157894736842105,1,0.37623762376237624,0.4210526315789473,0,0.092395890428088,0.020618556701030927,2,0.37254901960784315,0.40721649484536077,0.003851624436881954,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,1,98,3,1
1912,Ashanti Goldfields Corporation Limited,swansea,-3.943646,51.62144,cyanid,1,13,57.71896607381524,2,1,1,1,1,1,0,0.008465454134109979,0.028985507246376812,2,0.22259136212624583,0.24420289855072455,0.028132992327365727,0.16133421715555293,0.024096385542168676,2,0.415,0.45682730923694786,6.102861837270865e-4,0.1562722801994607,0.03636363636363636,4,0.38162544169611307,0.42348484848484874,0.025818333526389462,1.3323271321156988e-5,0.003194888178913738,1,0.18050314465408804,0.1848592745557608,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1913,Ashanti Goldfields Corporation Limited,swansea,-3.943646,51.62144,cyanid,1,8,0,4,2,3,2,1,1,1,0.21664899951133834,0.05172413793103448,3,0.4215686274509804,0.3534482758620689,0.15970961887477314,0.19889486051727145,0.02531645569620253,2,0.38349514563106796,0.4324894514767932,0.002512628768632471,0.2708950967058138,0.05102040816326531,5,0.40611353711790393,0.4365646258503403,0.02259175869488379,6.504386359153025e-19,0.0031446540880503146,1,1,0.0031446540880503146,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1914,Ashanti Goldfields Corporation Limited,swansea,-3.943646,51.62144,cyanid,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005555555555555556,2,1,0.005555555555555556,1.5475085112968123e-5,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1912,Asp Gold Mining Company,rhodesia,-97.2134822,32.8294337,cyanid,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.098,0.581,1,2,1,1,2,1,98,3,1
1913,Asp Gold Mining Company,wales,-3.7837117,52.1306607,cyanid,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010351482137720596,0.009433962264150943,3,0.1905075807514832,0.2028311224065949,5.338815719544733e-4,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1914,Asp Gold Mining Company,rhodesia,-97.2134822,32.8294337,cyanid,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.18467034871425372,0.027777777777777776,2,0.42857142857142855,0.46759259259259256,0.0021828445400058987,0.17260941511730163,0.02197802197802198,2,0.3922413793103448,0.43315018315018333,0.001139058016074647,0.030440038169741338,0.022222222222222223,8,0.2668977469670711,0.26961750440917215,0.011451418598207913,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1908,Associated Nsia Mines Mited,queensland,142.7028,-20.91757,cyanid,1,4,1661.876604165504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,australia,extraction,AUS,0,1,0.041,0.659,2,2,2,2,2,2,99,2,1
1910,Atjboba West United,aurora,-88.32007,41.76058,cyanid,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.098,0.581,1,2,1,1,2,1,98,3,1
1909,Atlas Gold Mines Limited,western,-95.71276,37.09375,cyanid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1903,Atlin Lake And Omlnelca Syndicate,british columbia,-127.6476,53.72667,amalgama,1,7,1127.0143120761295,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27687114213508013,0.0625,1,0.38095238095238093,0.43749999999999994,0,0.2563472878893359,0.041666666666666664,1,0.35294117647058826,0.39583333333333315,0,0,0,0,0,0,0,canada,extraction,CAN,0,1,0.074,0.597,2,1,1,2,1,1,96,0,1
1909,Auboba West United,london,-0.1277583,51.50735,cyanid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,1,98,3,1
1913,Aurora United Gold Mining Limited,johannesburg,28.0473051,-26.2041028,cyanid,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05063300577657673,0.05345911949685535,17,0.25284339457567806,0.28809160790292965,0.0273419216359333,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1908,Aurora West Gold Mining Company,johannesburg,28.04731,-26.2041,cyanid,1,7,0,1,0,0,0,1,0,0,0.16508074760008834,0.014084507042253521,1,0.29957805907172996,0.35023474178403763,0,0,0,0,0,0,0,0.04755504350907909,0.009259259259259259,1,0.2849604221635884,0.31975308641975314,0,3.650523349086015e-4,0.02631578947368421,2,0.21071428571428572,0.20238095238095205,0.00385566188197767,south africa,extraction,ZAF,1,1,0.408,0.115,NA,NA,NA,NA,NA,NA,NA,-2,0
1911,Aurora West Gold Mining Company,johannesburg,28.0473051,-26.2041028,cyanid,1,3,5.797111121967143e-4,2,1,0,0,0,0,0,0.14862332532911188,0.013157894736842105,1,0.35096153846153844,0.37719298245614014,0,0,0,0,0,0,0,0.05436797624831661,0.008403361344537815,1,0.30512820512820515,0.33949579831932764,0,0.0510553851386042,0.07633587786259542,20,0.3157894736842105,0.30388040712468306,4.767905675442692e-4,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-2,84,2,0
1912,Aurora West Gold Mining Company,johannesburg,28.0473051,-26.2041028,cyanid,1,3,0,3,1,0,0,0,0,0,0.16976206802917146,0.014492753623188406,1,0.33004926108374383,0.36038647342995167,0,0,0,0,0,0,0,0.04299452415637463,0.00909090909090909,1,0.2975206611570248,0.3222727272727272,0,0.06818823335977493,0.07028753993610223,22,0.28786359077231694,0.33614153861757645,0.0015325551164417687,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-2,84,2,0
1914,Aurora West Gold Mining Company,johannesburg,28.0473051,-26.2041028,cyanid,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2563494405527988,0.041666666666666664,3,0.45569620253164556,0.49074074074074076,0.005085703030674878,0.2404554676323302,0.03296703296703297,3,0.4099099099099099,0.45146520146520186,0.002659412653034595,0.008452261231583182,0.041666666666666664,15,0.26437768240343346,0.27024801587301694,0.03740565045558882,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1915,Aurora West Gold Mining Company,johannesburg,28.0473051,-26.2041028,cyanid,1,3,0,2,1,1,1,0,0,0,0.17900057808161823,0.016129032258064516,1,0.3375,0.331989247311828,0,0.17501729054130144,0.024390243902439025,2,0.43617021276595747,0.47154471544715454,0.003479880743511494,0.21419112888926295,0.030612244897959183,3,0.4247787610619469,0.45323129251700706,0.0034771837863092846,0.07061086201699246,0.056818181818181816,20,0.33753943217665616,0.352583874458873,0.05141452087907687,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1916,Aurora West Gold Mining Company,johannesburg,28.0473051,-26.2041028,cyanid,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002201367292121032,0.015105740181268883,5,0.25158227848101267,0.2655085599194367,0.014180334755153859,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1917,Aurora West Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0.11767304954076098,0.021739130434782608,1,0.3333333333333333,0.3804347826086956,0,0.1137330524073522,0.01639344262295082,1,0.31443298969072164,0.3549180327868854,0,0.038831847331788086,0.1130952380952381,38,0.32920536635706915,0.35927579365079254,0.06653889123227359,canada,extraction,CAN,0,1,0.067,0.61,2,2,1,2,2,1,98,0,1
1919,Aurora West Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,11,0,4,1,2,1,0,1,0,0.24082592586102558,0.018867924528301886,1,0.3516483516483517,0.24056603773584911,0,0.2951590726855688,0.046153846153846156,3,0.49242424242424243,0.5128205128205129,0.01135002415685261,0.3304187609642782,0.05,4,0.45454545454545453,0.48645833333333377,0.009782982516387824,0.25429056511595083,0.10112359550561797,36,0.342,0.3729868913857654,0.027623474570321504,canada,extraction,CAN,0,1,0.067,0.631,2,2,1,2,2,1,98,0,1
1921,Aurora West Gold Mining Company,transvaal,-81.1831,43.23256,cyanid,1,6,0,4,1,1,1,1,0,0,0.2852203022215309,0.0425531914893617,2,0.37815126050420167,0.41205673758865247,0.01937436539384627,0.20511551436857722,0.0392156862745098,2,0.4396551724137931,0.4787581699346405,0.006187411184205006,0.29107225480561677,0.058823529411764705,4,0.43037974683544306,0.4742647058823527,0.01398248228545251,0.6890531565043481,0.1105121293800539,41,0.35664335664335667,0.38755615453728426,0.023233630112672387,canada,extraction,CAN,0,1,0.067,0.631,2,1,1,2,2,1,98,0,1
1922,Aurora West Gold Mining Company,transvaal,-81.1831,43.23256,cyanid,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02322406152939764,0.008241758241758242,3,0.3158371040723982,0.3299254317111455,0.0039850595632886674,canada,extraction,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1923,Aurora West Gold Mining Company,transvaal,-81.1831,43.23256,cyanid,1,6,0,5,1,2,1,0,0,0,0.20087660032654645,0.021739130434782608,1,0.3359375,0.36449275362318845,0,0.3402733768325013,0.075,3,0.5128205128205128,0.5333333333333333,0.010820202356401453,0.38891834355742994,0.07142857142857142,4,0.4409448818897638,0.48511904761904734,0.006812608046965389,0.2753988532307142,0.12433862433862433,47,0.3447946513849093,0.3699735449735427,0.0042299954404018195,canada,extraction,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1911,Aus Fral Asian Company,london,-0.1277583,51.5073509,cyanid,1,4,1.0013217677085525e-4,2,0,1,0,0,0,0,0,0,0,0,0,0,0.06819736592065102,0.011111111111111112,1,0.32608695652173914,0.36944444444444446,0,0.060694629977059746,0.008403361344537815,1,0.31151832460732987,0.3478991596638655,0,0,0.011450381679389313,3,0.42857142857142855,0.013040712468193385,1.4623731391301805e-4,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1893,Australian Gold Recovery Company,wales,-3.7837117,52.1306607,cyanid,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,NA,2,2,NA,98,3,1
1894,Australian Gold Recovery Company,wales,-3.783712,52.13066,cyanid,1,17,8.055251913081974e-5,3,0,0,0,0,3,0,0,0,0,0,0,0,0.6685119065585546,0.3076923076923077,4,0.5909090909090909,0.6538461538461539,0.05334060317091991,0.6242126950424766,0.2222222222222222,4,0.47368421052631576,0.5601851851851852,0.027836763529557267,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,NA,2,2,NA,98,3,1
1895,Australian Gold Recovery Company,london,-0.1277583,51.50735,cyanid,1,15,0,9,0,2,0,1,2,1,2.1419520191141144e-17,0.03125,1,1,0.03125,0,0.480611785603248,0.125,4,0.5333333333333333,0.5625,0.05004509214098976,0.45678825165186415,0.1111111111111111,5,0.45,0.5055555555555553,0.06868464442163223,0,0.05714285714285714,2,0.625,0.09999999999999999,0.010084033613445379,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,NA,2,2,NA,98,3,1
1908,Australian Miningj Company,australia,133.7751,-25.2744,cyanid,1,13,1935.325106752318,1,0,0,0,2,3,2,0.27123606550841933,0.028169014084507043,2,0.3497536945812808,0.40164319248826275,0.01014481159350375,0.3037857536678945,0.05063291139240506,4,0.512987012987013,0.5253164556962026,0.009978129050984812,0.3551802252187311,0.05555555555555555,6,0.45569620253164556,0.49228395061728414,0.014189071500489217,5.0311562151050144e-18,0.013157894736842105,1,1,0.013157894736842105,0,australia,extraction,AUS,0,1,0.041,0.659,2,2,2,2,2,2,99,2,1
1909,Australian Shale Syndicate Limited Australasian,australia,133.7751,-25.2744,cyanid,1,11,0,3,1,1,1,0,0,0,0.2583129084163227,0.029850746268656716,2,0.37572254335260113,0.4109452736318406,0.010043209136260622,0.3104971299725253,0.05263157894736842,4,0.5135135135135135,0.5263157894736842,0.012794198793286629,0.36220749176554723,0.061855670103092786,6,0.472636815920398,0.4939862542955329,0.011655741776814645,3.668949325216702e-4,0.016853932584269662,3,0.2188976377952756,0.19089530943463523,9.521995810321844e-5,australia,extraction,AUS,0,1,0.041,0.659,2,2,2,2,2,2,99,2,1
1910,Australian Smelting Corporation Limited,australia,133.7751,-25.2744,cyanid,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.965219692381002e-6,0.009478672985781991,2,0.187434554973822,0.17323403294967296,0.008034303768900925,australia,extraction,AUS,0,1,0.041,0.659,2,3,2,2,3,2,99,2,1
1913,Ayacucho Cqpvper Syndicate Limited,nicaragua,-85.207229,12.865416,cyanid,1,12,0,1,0,0,0,1,1,0,0.19784087033191033,0.017241379310344827,1,0.3706896551724138,0.30890804597701155,0,0.11542706741356212,0.012658227848101266,1,0.34347826086956523,0.3892405063291139,0,0.17401597446908204,0.02040816326530612,2,0.3675889328063241,0.39319727891156453,0.0018698171258668963,6.573553112431261e-7,0.009433962264150943,3,0.14486215538847116,0.14959999818490455,0.07664226335733984,nicaragua,extraction,NIC,0,0,0.887,0.34,-3,-3,-4,-3,-3,-4,75,-1,0
1908,Ayrshire Gold Mine Limited,salisbury,-75.59937,38.36067,cyanid,1,1,0,0,0,0,0,1,1,1,0.29729785805718406,0.04225352112676056,3,0.3604060913705584,0.41807511737089187,0.03153242297608493,0.23917386956476966,0.0379746835443038,3,0.4817073170731707,0.5042194092827005,0.005316936104509376,0.3030120375966485,0.05555555555555555,6,0.44813278008298757,0.48765432098765454,0.014825798720364925,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1909,Ayrshire Gold Mine Limited,salisbury,-75.59937,38.36067,cyanid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6965979754386587e-5,0.0056179775280898875,1,0.18361955085865259,0.15501382200820404,0,united states of america,extraction,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1914,Babilon Old Tmiies Limited,nicaragua,-85.207229,12.865416,cyanid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nicaragua,extraction,NIC,0,0,0.886,0.34,-3,-3,-4,-3,-3,-4,72,-1,0
1915,Babilonia Gold Mines Limited,nicaragua,-85.207229,12.865416,cyanid,1,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0.1750172905413014,0.024390243902439025,2,0.43617021276595747,0.47154471544715454,0.003479880743511494,0.16408931304250476,0.02040816326530612,2,0.41025641025641024,0.4387755102040819,0.00205987102120933,2.093500199307625e-6,0.011363636363636364,4,0.18915733647613436,0.18948863636363694,0.020606708106708106,nicaragua,extraction,NIC,0,0,0.886,0.34,-3,-3,-4,-3,-3,-4,72,-1,0
